Gasellår,Orgnr,Namn,Koncern,Koordinater,Bolaget har säte på annan ort,Har koncernmoder,Adress,Postnr.,Ort,Telefon,Län,"Län, klartext",Kommun,"Kommun, klartext",SNIkod,"SNI, klartext",Bransch enl. DI,Omsättning år 1,Omsättning år 2,Omsättning år 3,Omsättning år 4,Förändring omsättn.,Förlängd/förkortad periodlängd år 1,Förlängd/förkortad periodlängd år 2,Förlängd/förkortad periodlängd år 3,Förlängd/förkortad periodlängd år 4,Rörelseresultat år 1,Rörelseresultat år 2,Rörelseresultat år 3,Rörelseresultat år 4,Antal anställda år 1,Antal anställda år 2,Antal anställda år 3,Antal anställda år 4,Koncernmoder orgnr,Koncernmoder namn,VD/ansvarig födelseår,VD/ansvarig namn,"VD/ansvarig, roll","VD/ansvarig, kön",Senaste bokslut,Revisorskommentar år 1,Revisorskommentar år 2,Revisorskommentar år 3,Revisorskommentar år 4,Riskklass,Registreringsstatus,Verksamhetsstatus,Statusdatum Bolagsverket,"Status, Bolagsverket",Finns på bolagslistan,Finns på koncernlistan,Gasell förra året,Antal storleksförändringar efter senaste bokslut,Datum för senaste storleksförändring,Typ av storleksförändring,Förändrad storleksklasning,"Extra vinstutdelning, belopp",Valuta,Stämmans beslutsdatum
2021,5590578109,Dvz AB ,Nej,,,Nej,STORGATAN 29 ,85232 ,SUNDSVALL ,070-5085346 ,22,Västernorrlands län  ,2281,Sundsvall      ,62010,Dataprogrammering                                                                                              ,IT-företag                  ,15 632 000,11 595 000,6 383 000,3 927 000,"298,06%",Nej,Nej,Nej,Ja ,3 886 000,3 254 000,901 000,670 000,10,9,6,4,  ,  ,1974,"Lidenmark, Björn Vilhelm ",1,Man   ,4/30/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5569931644,STEFAN HELLBERGS MÅLERI AB ,Nej,,,Nej,KAPELLGRÄND 1 ,86151 ,SÖRÅKER ,  ,22,Västernorrlands län  ,2262,Timrå         ,43341,Måleriarbeten                                                                                                 ,Bygg- och entreprenadföretag,12 496 000,8 381 000,5 286 000,3 382 000,269%,Nej,Nej,Nej,Nej,1 331 000,553 000,461 000,407 000,15,10,6,3,  ,  ,1966,"Hellberg, Alf Stefan ",0,Man   ,4/30/2020,T ,T ,T ,S ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5561945543,Berixon Entreprenad AB ,Nej,,,Nej,SVANÄNG 111 ,85358 ,SUNDSVALL ,060-565160 ,22,Västernorrlands län  ,2281,Sundsvall      ,43120,Mark- och grundarbeten                                                                                         ,Bygg- och entreprenadföretag,11 908 000,11 063 000,5 021 000,3 517 000,239%,Nej,Nej,Nej,Nej,124 000,1 321 000,1 653 000,−306 000,11,7,2,4,  ,  ,1957,"Erixon, Bo Holger ",0,Man   ,4/30/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5590115001,Timrå Skog AB ,Nej,,,Nej,MOLNVÄGEN 5 ,86133 ,TIMRÅ ,076-8438316 ,22,Västernorrlands län  ,2262,Timrå         ,02102,Skogsskötsel                                                                                                  ,Jordbruk och skogsbruk       ,40 248 000,33 431 000,24 878 000,12 873 000,213%,Nej,Nej,Nej,Nej,8 696 000,3 644 000,2 576 000,762 000,48,38,30,17,  ,  ,1973,"Abdulina, Ruslana ",0,Kvinna,12/31/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5563185635,SÄLLSTRÖMS ÅKERI AKTIEBOLAG ,Nej,,,Nej,SVEDJE 130 ,89693 ,GIDEÅ ,010-2546299 ,22,Västernorrlands län  ,2284,Örnsköldsvik ,49410,"Vägtransport, godstrafik                                                                                      ",Transport och kommunikation  ,52 356 000,49 631 000,32 505 000,17 514 000,199%,Nej,Nej,Nej,Nej,3 439 000,1 693 000,890 000,1 214 000,16,14,12,11,  ,  ,1987,"Sällström, John Robin ",0,Man   ,6/30/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5562952548,SCIM Display AB ,Nej,,,Ja ,KARTONGVÄGEN 2 ,87396 ,DOCKSTA ,0613-40400 ,22,Västernorrlands län  ,2282,Kramfors       ,22290,Annan plastvarutillverkning                                                                                    ,Tillverkningsindustri        ,24 918 000,12 915 000,8 920 000,8 523 000,192%,Nej,Nej,Nej,Nej,4 536 000,269 000,−479 000,−499 000,18,8,6,6,5590845888,JACOBSEGER INVEST AB ,1967,"Jacobsson, Ted Roger ",1,Man   ,12/31/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5565882478,MICROGROUP EUROPE AB ,Nej,,,Nej,LASARETTSGATAN 18 ,89133 ,ÖRNSKÖLDSVIK ,0660-660100 ,22,Västernorrlands län  ,2284,Örnsköldsvik ,46510,Partihandel med datorer och kringutrustning samt programvara                                                   ,Handelsföretag              ,46 246 000,41 073 000,27 687 000,16 194 000,186%,Nej,Nej,Nej,Nej,8 785 000,7 816 000,1 001 000,543 000,12,13,7,4,5565882478,MICROGROUP EUROPE AB ,1968,"Hellström, Lars Jonas ",0,Man   ,12/31/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5568077266,JN Solar AB ,Nej,,,Nej,TERMINALVÄGEN 17 ,86136 ,TIMRÅ ,070-6629861 ,22,Västernorrlands län  ,2262,Timrå         ,46521,Partihandel med elektronikkomponenter                                                                          ,Handelsföretag              ,55 508 000,42 158 000,24 369 000,20 141 000,176%,Nej,Nej,Nej,Nej,3 501 000,−1 491 000,1 083 000,677 000,27,20,12,7,  ,  ,1979,"Nilsson, Johan Olov ",1,Man   ,8/31/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5590220173,Nordic Road Safety AB ,Nej,,,Nej,ÅRVÄLTSVÄGEN 18 ,86136 ,TIMRÅ ,060-144146 ,22,Västernorrlands län  ,2262,Timrå         ,71121,Teknisk konsultverksamhet inom bygg och anläggningsteknik                                                     ,Konsultföretag              ,181 413 000,127 695 000,124 268 000,70 454 000,157%,Nej,Nej,Nej,Nej,15 129 000,8 166 000,12 772 000,−870 000,29,22,19,16,  ,  ,1958,"Larsson, Hans Birger ",1,Man   ,12/31/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5569721094,Sundsvall vårdteam AB ,Nej,,,Nej,LEKÄNGSVÄGEN 2 A ,85353 ,SUNDSVALL ,060-7501440 ,22,Västernorrlands län  ,2281,Sundsvall      ,86211,Primärvårdsmottagningar med läkare m.m.                                                                     ,Vård och omsorg             ,23 587 000,16 210 000,12 434 000,9 494 000,148%,Nej,Nej,Nej,Nej,6 323 000,1 627 000,−30 000,218 000,22,17,15,9,  ,  ,1958,"Soleymanpur, Gun Inger Elise ",0,Kvinna,12/31/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5564144391,J.E.H ÖSTMANS ÅKERI AKTIEBOLAG ,Nej,,,Nej,ÖDSBYN 351 ,89592 ,BREDBYN ,0661-20055 ,22,Västernorrlands län  ,2284,Örnsköldsvik ,49410,"Vägtransport, godstrafik                                                                                      ",Transport och kommunikation  ,38 078 000,31 503 000,15 649 000,15 395 000,147%,Nej,Nej,Nej,Nej,1 914 000,326 000,−668 000,−1 225 000,24,26,12,15,  ,  ,1978,"Östman, Erika Johanna ",1,Kvinna,12/31/2020,T ,T ,TK ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5569081986,Victorious Group AB ,Nej,,,Nej,HUMLEGÅRDSVÄGEN 26 ,89243 ,DOMSJÖ ,070-7125054 ,22,Västernorrlands län  ,2284,Örnsköldsvik ,78200,Personaluthyrning                                                                                              ,Företagstjänster           ,13 919 000,6 304 000,6 099 000,5 792 000,140%,Nej,Nej,Nej,Nej,1 223 000,260 000,473 000,910 000,12,11,11,9,  ,  ,1956,"Lewander, Lars Kent ",1,Man   ,8/31/2020,TK ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5564054293,BYGGTEAMET I ÖRNSKÖLDSVIK AKTIEBOLAG ,Nej,,,Ja ,UPPLAGSVÄGEN 16 ,89137 ,ÖRNSKÖLDSVIK ,0660-17368 ,22,Västernorrlands län  ,2284,Örnsköldsvik ,41200,Byggande av bostadshus och andra byggnader                                                                     ,Bygg- och entreprenadföretag,37 523 000,29 019 000,17 468 000,16 466 000,128%,Nej,Nej,Nej,Nej,2 184 000,1 484 000,1 169 000,2 545 000,18,16,13,11,5591423727,BYGGTEAMET I ÖRNSKÖLDSVIK HOLDING AB ,1964,"Hörnblad, Lars Håkan ",0,Man   ,12/31/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5569879777,Johan Lindells Bygg.se i ö-vik AB ,Nej,,,Ja ,FÖRNÄTRAGATAN 27 ,89330 ,BJÄSTA ,  ,22,Västernorrlands län  ,2284,Örnsköldsvik ,41200,Byggande av bostadshus och andra byggnader                                                                     ,Bygg- och entreprenadföretag,22 525 000,15 321 000,12 574 000,9 976 000,126%,Nej,Nej,Nej,Nej,1 383 000,332 000,605 000,713 000,12,11,9,7,5591850333,Maggosh AB ,1975,"Lindell, Lars Johan ",0,Man   ,8/31/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5563719714,Ö-VIKS SCHAKT & FRAKT AKTIEBOLAG ,Nej,,,Nej,SÖRBERGA 114 ,89232 ,DOMSJÖ ,0660-51025 ,22,Västernorrlands län  ,2284,Örnsköldsvik ,49410,"Vägtransport, godstrafik                                                                                      ",Transport och kommunikation  ,21 051 000,18 084 000,13 872 000,9 542 000,121%,Nej,Nej,Nej,Nej,463 000,129 000,2 552 000,429 000,14,13,12,7,  ,  ,1984,"Nilsson, Sven Robin ",0,Man   ,8/31/2020,T ,T ,T ,T ,A ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5567670392,Forsbergs Bygg & Anläggning AB ,Nej,,,Nej,LOMVÄGEN 27 ,89051 ,LÅNGVIKSMON ,0662-79991 ,22,Västernorrlands län  ,2284,Örnsköldsvik ,43120,Mark- och grundarbeten                                                                                         ,Bygg- och entreprenadföretag,27 656 000,21 844 000,15 568 000,12 774 000,117%,Nej,Nej,Nej,Nej,1 538 000,−1 406 000,202 000,1 063 000,19,17,10,8,  ,  ,1969,"Forsberg, Lars Erik Olof ",0,Man   ,12/31/2020,T ,T ,TK ,T ,A ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5567165641,Höga Kusten Teknik Resurs AB ,Nej,,,Ja ,SVARTNORA 803 ,87294 ,SANDÖVERKEN ,0613-51048 ,22,Västernorrlands län  ,2282,Kramfors       ,71122,Teknisk konsultverksamhet inom industriteknik                                                                  ,Konsultföretag              ,50 470 000,38 051 000,31 638 000,23 646 000,113%,Nej,Nej,Nej,Nej,1 901 000,2 086 000,2 131 000,3 489 000,18,14,13,12,5591519367,HÖGA KUSTEN TEKNIKRESURS HOLDING AB ,1982,"Fälldin, Nils Olof Andreas ",1,Man   ,4/30/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5566559521,Rolf Antonsson Entreprenad AB ,Nej,,,Nej,SOCKENVÄGEN 26 ,86241 ,NJURUNDA ,070-6619645 ,22,Västernorrlands län  ,2281,Sundsvall      ,52249,Övrig godshantering                                                                                           ,Transport och kommunikation  ,26 957 000,23 251 000,14 564 000,12 664 000,113%,Nej,Nej,Nej,Nej,3 872 000,2 904 000,1 461 000,2 079 000,14,14,10,9,  ,  ,1944,"Antonsson, Rolf Ingvar ",0,Man   ,4/30/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5590727771,Nipfrakt i Sollefteå AB ,Nej,,,Nej,HÅGESTA 412 ,88141 ,SOLLEFTEÅ ,0620-13940 ,22,Västernorrlands län  ,2283,Sollefteå     ,38110,Insamling av icke-farligt avfall                                                                               ,Renhållning och återvinning,12 024 000,11 640 000,8 994 000,5 691 000,111%,Nej,Nej,Nej,Nej,1 210 000,1 303 000,931 000,15 000,15,14,10,7,  ,  ,1981,"Sörlin, Mattias ",0,Man   ,12/31/2020,T ,T ,S ,S ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5567717649,Vesuri AB ,Nej,,,Nej,BRATTSELE 216 ,88397 ,JUNSELE ,073-458547 ,22,Västernorrlands län  ,2284,Örnsköldsvik ,02102,Skogsskötsel                                                                                                  ,Jordbruk och skogsbruk       ,20 363 000,18 588 000,12 648 000,9 723 000,109%,Nej,Nej,Nej,Nej,899 000,929 000,1 188 000,593 000,31,28,20,15,  ,  ,1965,"Heikkilä, Rami Kristian ",0,Man   ,12/31/2020,T ,T ,T ,S ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5569159006,Pro&Pro AB ,Nej,,,Nej,STORGATAN 22 ,85231 ,SUNDSVALL ,070-6737200 ,22,Västernorrlands län  ,2281,Sundsvall      ,70220,Konsultverksamhet avseende företags organisation                                                              ,Konsultföretag              ,12 566 000,11 694 000,8 570 000,6 262 000,101%,Nej,Nej,Nej,Nej,1 633 000,1 329 000,887 000,848 000,11,10,7,6,  ,  ,1963,"Ytterström, Nils Tommy ",1,Man   ,12/31/2020,T ,T ,T ,S ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5569161945,Thuvi Bygg AB ,Nej,,,Ja ,CENTRUMVÄGEN 9  0TR ,83432 ,BRUNFLO ,070-3628068 ,23,Jämtlands län        ,2380,Östersund     ,43320,Byggnadssnickeriarbeten                                                                                        ,Bygg- och entreprenadföretag,36 774 000,26 237 000,12 545 000,6 100 000,503%,Nej,Nej,Nej,Nej,1 838 000,1 150 000,575 000,488 000,15,13,8,4,5592556517,Thuvi Aktiebolag i Jämtland ,1986,"Thuresson, Mattias Johan Olof ",0,Man   ,12/31/2020,T ,T ,S ,S ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5590003066,Lennart i Salom AB ,Nej,,,Nej,SALOM 857 ,84594 ,HACKÅS ,  ,23,Jämtlands län        ,2326,Berg           ,43320,Byggnadssnickeriarbeten                                                                                        ,Bygg- och entreprenadföretag,18 087 000,16 303 000,6 715 000,5 833 000,210%,Nej,Nej,Nej,Nej,610 000,−489 000,320 000,459 000,15,15,6,4,  ,  ,1980,"Olofsson, Arvid Karl Lennart ",0,Man   ,12/31/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5568298755,ORANGUTANG SKOGS&NATURVÅRD AB ,Nej,,,Nej,BYVÄGEN 34 ,83245 ,FRÖSÖN ,070-5839399 ,23,Jämtlands län        ,2380,Östersund     ,02409,Övrig service till skogsbruk                                                                                  ,Jordbruk och skogsbruk       ,20 994 000,15 786 000,12 848 000,9 027 000,133%,Nej,Nej,Nej,Nej,1 310 000,1 047 000,222 000,−265 000,16,14,13,11,  ,  ,1972,"Olofsson, Hans Magnus ",0,Man   ,8/31/2020,T ,T ,T ,T ,A ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5565778338,QVARNSJÖ SKOGSTJÄNSTER AB ,Nej,,,Nej,KVARNSJÖ 854 ,84552 ,ÅSARNA ,0682-22030 ,23,Jämtlands län        ,2326,Berg           ,02102,Skogsskötsel                                                                                                  ,Jordbruk och skogsbruk       ,60 467 000,51 664 000,43 579 000,30 003 000,102%,Nej,Nej,Nej,Nej,3 534 000,3 125 000,3 105 000,3 519 000,44,37,33,19,  ,  ,1975,"Söderström, Kenneth Daniel ",1,Man   ,12/31/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5590144035,Impulseradar Sweden AB ,Nej,,,Nej,STORGATAN 78 ,93932 ,MALÅ ,0953-10008 ,24,Västerbottens län    ,2418,Malå          ,71122,Teknisk konsultverksamhet inom industriteknik                                                                  ,Konsultföretag              ,49 725 000,28 532 000,18 643 000,6 556 000,658%,Nej,Nej,Nej,Nej,14 908 000,12 430 000,7 107 000,564 000,21,12,9,6,5590144035,Impulseradar Sweden AB ,1949,"Söderberg, Sven Torsten ",0,Man   ,12/31/2020,T ,T ,S ,S ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5568573306,BYGG O BO I UMEÅ AB ,Nej,,,Ja ,SÅNGSTIGEN 27 ,91333 ,HOLMSUND ,070-3509626 ,24,Västerbottens län    ,2480,Umeå          ,41200,Byggande av bostadshus och andra byggnader                                                                     ,Bygg- och entreprenadföretag,16 234 000,10 513 000,7 043 000,5 353 000,203%,Nej,Nej,Nej,Nej,654 000,240 000,275 000,458 000,11,9,7,4,5567728224,HOLMSUNDSBO AB ,1978,"Strömsten, Johan Kenneth ",0,Man   ,7/31/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5568020928,Inlandets El och Entreprenad AB ,Nej,,,Nej,BLÅ VÄGEN 222 ,92331 ,STORUMAN ,0951-15500 ,24,Västerbottens län    ,2421,Storuman       ,43120,Mark- och grundarbeten                                                                                         ,Bygg- och entreprenadföretag,18 204 000,11 549 000,8 022 000,6 034 000,202%,Nej,Nej,Nej,Nej,969 000,1 239 000,972 000,276 000,11,9,8,6,  ,  ,1989,"Linder, Erik Fredrik Alexander ",1,Man   ,8/31/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5564525888,KJIN SCHAKT AKTIEBOLAG ,Nej,,,Ja ,LJUNGVÄGEN 15 ,92332 ,STORUMAN ,0951-10185 ,24,Västerbottens län    ,2421,Storuman       ,43120,Mark- och grundarbeten                                                                                         ,Bygg- och entreprenadföretag,76 793 000,46 967 000,33 430 000,29 526 000,160%,Nej,Nej,Nej,Nej,3 032 000,8 883 000,−1 364 000,−1 915 000,29,22,20,19,5563588705,KI SCHAKT AKTIEBOLAG ,1952,"Nygren, Erik Ivan ",0,Man   ,4/30/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5569910721,Glasfasader Norr AB ,Nej,,,Ja ,MASKINVÄGEN 18 ,93137 ,SKELLEFTEÅ ,070-8986940 ,24,Västerbottens län    ,2482,Skellefteå    ,43310,"Puts-, fasad- och stuckatörsarbeten                                                                           ",Bygg- och entreprenadföretag,79 494 000,52 479 000,44 068 000,30 878 000,157%,Nej,Nej,Nej,Nej,3 699 000,1 328 000,2 616 000,1 197 000,31,26,26,21,5590931431,GFN Holding AB ,1985,"Moritz, Erik Mikael ",0,Man   ,4/30/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5561690008,JONAIR AFFÄRSFLYG AKTIEBOLAG ,Nej,,,Ja ,VÄSTRA ESPLANADEN 2 ,90326 ,UMEÅ ,090-124691 ,24,Västerbottens län    ,2480,Umeå          ,51102,Icke reguljär lufttransport av passagerare                                                                    ,Transport och kommunikation  ,52 279 000,28 247 000,24 973 000,21 126 000,147%,Nej,Nej,Nej,Nej,8 869 000,67 000,3 098 000,4 250 000,14,12,10,9,5590918230,Jonair Holding AB ,1983,"Eriksson, Erik Bertil Mattias ",0,Man   ,12/31/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5568887805,JO KOMMUNIKATION AB ,Nej,,,Nej,RENMARKSTORGET 8 4TR ,90326 ,UMEÅ ,090-6903730 ,24,Västerbottens län    ,2480,Umeå          ,73111,Reklambyråverksamhet                                                                                          ,"Medier, kultur och nöje     ",19 511 000,12 358 000,11 521 000,8 076 000,142%,Nej,Nej,Nej,Nej,3 555 000,1 738 000,1 412 000,1 305 000,12,11,10,6,  ,  ,1983,"Puntonet Toledo, Edel ",1,Man   ,12/31/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5568755077,UMIA HOLDING AB ,Ja ,,,Nej,BOX 3154 ,90304 ,UMEÅ ,  ,24,Västerbottens län    ,2480,Umeå          ,64202,Holdingverksamhet i icke-finansiella koncerner                                                                 ,Övriga                      ,1 251 266 000,1 171 731 000,896 026 000,551 805 000,127%,Nej,Nej,Nej,Nej,15 810 000,58 096 000,42 452 000,27 283 000,740,702,477,307,5568755077,UMIA HOLDING AB ,1966,"Hörnquist, Bror Jens Martin ",1,Man   ,4/30/2020,T ,T ,T ,T ,A ,Inregistrerat,"Aktivt, men ej registrerad för f-skatt, moms, arb.g.avg",          ,  ,  ,1,   ,,,,,,,
2021,5569173023,Aleva Sverige AB ,Nej,,,Nej,BJÖRNVÄGEN 17 ,90640 ,UMEÅ ,090-198011 ,24,Västerbottens län    ,2480,Umeå          ,96090,Övriga konsumenttjänster                                                                                     ,Övriga                      ,43 517 000,34 854 000,27 038 000,20 115 000,116%,Nej,Nej,Nej,Nej,3 518 000,1 969 000,2 260 000,1 699 000,87,70,41,40,  ,  ,1984,"Nilsson, Eva Frida Sofia ",1,Kvinna,6/30/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5564440906,TECTEL I VINDELN AKTIEBOLAG ,Nej,,,Ja ,KOMMUNALHUSVÄGEN 8 ,92231 ,VINDELN ,0933-13700 ,24,Västerbottens län    ,2404,Vindeln        ,42220,Anläggningsarbeten för el och telekommunikation                                                              ,Bygg- och entreprenadföretag,82 261 000,55 523 000,43 251 000,39 224 000,110%,Nej,Nej,Nej,Nej,7 678 000,6 591 000,4 766 000,4 787 000,21,25,25,25,5590483631,Tectel Holding AB ,1967,"Alfredsson, Björn Anders ",1,Man   ,12/31/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5561133686,EINAR ANDERSSON & SÖNER ÅKERI AKTIEBOLAG ,Nej,,,Nej,VEGAGATAN 20 ,90752 ,UMEÅ ,070-6712242 ,24,Västerbottens län    ,2480,Umeå          ,49410,"Vägtransport, godstrafik                                                                                      ",Transport och kommunikation  ,16 332 000,14 130 000,9 647 000,8 118 000,101%,Nej,Nej,Nej,Nej,2 277 000,1 589 000,804 000,717 000,12,10,5,4,  ,  ,1970,"Andersson, Bengt Olov Tomas ",1,Man   ,12/31/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5590779731,Elektro Västerbotten AB ,Nej,,,Nej,FORMVÄGEN 12 B ,90621 ,UMEÅ ,070-2151605 ,24,Västerbottens län    ,2480,Umeå          ,43210,Elinstallationer                                                                                               ,Bygg- och entreprenadföretag,33 660 000,32 499 000,24 815 000,16 773 000,101%,Nej,Nej,Nej,Ja ,6 471 000,5 228 000,5 127 000,2 117 000,18,  ,14,9,  ,  ,1970,"Wikman, Lars Göran Richard ",1,Man   ,12/31/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5590614797,ELEKTRISKA TRION ROVEM AB ,Nej,,,Ja ,LOGEMENTSGATAN 20 ,97631 ,LULEÅ ,  ,25,Norrbottens län       ,2580,Luleå         ,43210,Elinstallationer                                                                                               ,Bygg- och entreprenadföretag,58 318 000,50 881 000,35 509 000,12 569 000,364%,Nej,Nej,Nej,Ja ,8 100 000,6 902 000,3 914 000,1 566 000,24,20,13,7,5592316409,Elektriska Trion Rovem Holding AB ,1969,"Öquist, Erik Roger ",0,Man   ,9/30/2020,T ,T ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5565479614,MEKANISKA CONSTRUKTIONER NORRBOTTEN AB ,Nej,,,Ja ,FURUMOVÄGEN 11 ,97436 ,LULEÅ ,0920-37750 ,25,Norrbottens län       ,2580,Luleå         ,71122,Teknisk konsultverksamhet inom industriteknik                                                                  ,Konsultföretag              ,79 052 000,55 726 000,36 423 000,19 648 000,302%,Nej,Nej,Nej,Nej,4 030 000,3 664 000,313 000,538 000,15,13,12,13,5567076905,MEKANISKA CONSTRUKTIONER HOLDING NORRBOTTEN AB ,1967,"Andersson, Erik Georg ",1,Man   ,12/31/2020,T ,TK ,T ,T ,AA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5561438143,SNELLS ENTREPRENAD AKTIEBOLAG ,Nej,,,Nej,NIVA 29 ,98491 ,PAJALA ,070-5592877 ,25,Norrbottens län       ,2521,Pajala         ,43120,Mark- och grundarbeten                                                                                         ,Bygg- och entreprenadföretag,388 203 000,358 930 000,193 630 000,99 715 000,289%,Nej,Nej,Ja ,Nej,46 499 000,24 652 000,7 619 000,−2 658 000,133,100,49,39,5561438143,SNELLS ENTREPRENAD AKTIEBOLAG ,1954,"Dantoft, Jan Erik ",0,Man   ,12/31/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,Ja ,,,,,,,
2021,5568085335,KtlTek AB ,Nej,,,Nej,RELÄGATAN 7 ,93831 ,ARJEPLOG ,073-475813 ,25,Norrbottens län       ,2506,Arjeplog       ,43210,Elinstallationer                                                                                               ,Bygg- och entreprenadföretag,27 340 000,16 984 000,16 621 000,8 275 000,230%,Nej,Nej,Nej,Nej,6 950 000,2 089 000,6 357 000,2 483 000,10,8,6,5,  ,  ,1986,"Långdahl, Ulf Conny ",0,Man   ,4/30/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
2021,5564357878,GÖRAN ERIKSSON MASKINTJÄNST AKTIEBOLAG ,Nej,,,Nej,MASKINVÄGEN 5 ,98238 ,GÄLLIVARE ,0970-16280 ,25,Norrbottens län       ,2523,Gällivare     ,43991,Uthyrning av bygg- och anläggningsmaskiner med förare                                                        ,Bygg- och entreprenadföretag,359 685 000,274 181 000,164 970 000,110 610 000,225%,Nej,Nej,Nej,Ja ,37 091 000,29 552 000,10 820 000,9 597 000,132,116,101,103,5564357878,GÖRAN ERIKSSON MASKINTJÄNST AKTIEBOLAG ,1978,"Pellikka, Janne Stefan Olavi ",1,Man   ,12/31/2020,T ,T ,T ,T ,AAA ,Inregistrerat,Aktivt                                                  ,          ,  ,1,  ,   ,,,,,,,
